acceleration,aggression,agility,balance,ball,composure,crossing,curve,defending,diving,dribbling,finishing,fk,handling,heading,interceptions,jumping,kicking,long,marking,pace,passing,penalties,physicality,player_id,positioning,raits,reactions,reflexes,shooting,short,shot,sliding,specialities,speed,sprint,stamina,standing,strength,vision,volleys,cam,cb,cdm,cf,cm,lb,lf,lm,lw,lwb,rb,rf,rm,rw,rwb,st,added_on,age,att_workrate,club,def_workrate,foot,height,intl_reputation,league,name,nation,origin,revision,skills,weak_foot,weight,colour,front_scores,overall_score,position,rareness
78,59,73,68,76,73,77,84,30,0,75,74,71,0,66,24,64,0,63,22,81,69,73,66,15005,72,"['Tries To Beat Defensive Line', 'Crosser - Early Crosser', 'Shooting - Long Shot Taker', 'Dribbler - Speed Dribbler']",75,0,76,68,82,23,['None'],0,83,68,33,68,62,77,72,45,51,74,65,52,74,73,74,56,52,74,73,74,56,74,2016-09-21,26,High,SC Braga,Med,Right,179,1,LIGA NOS,Wilson Eduardo,Portugal,N\A,Normal,3,3,76,gold,"{'PHY': '66', 'DEF': '30', 'DRI': '75', 'PAS': '69', 'SHO': '76', 'PAC': '81'}",75,Eduardo,non-rare
63,74,67,69,73,70,50,53,74,0,73,60,45,0,82,72,48,0,71,69,67,66,59,82,17871,68,['Shooting - Long Shot Taker'],74,0,68,74,80,70,['None'],0,69,85,78,86,71,58,71,74,74,71,73,71,71,69,68,71,71,71,69,68,71,72,2017-02-27,25,Med,SC Braga,Med,Right,187,1,LIGA NOS,Battaglia,Argentina,Upgrades,Normal,2,4,79,gold,"{'PHY': '82', 'DEF': '74', 'DRI': '72', 'PAS': '66', 'SHO': '68', 'PAC': '67'}",75,CM,non-rare
63,69,34,54,71,47,24,25,75,0,53,51,26,0,66,75,78,0,71,74,59,49,37,71,2133,29,"['Long Throw', 'Dives Into Tackles']",68,0,47,68,57,76,['None'],0,56,62,79,75,35,28,54,73,70,54,60,66,54,54,52,64,66,54,54,52,64,56,2016-09-21,23,High,SC Braga,Med,Right,185,1,LIGA NOS,Velázquez,Uruguay,N\A,Normal,2,3,79,silver,"{'PHY': '71', 'DEF': '75', 'DRI': '57', 'PAS': '49', 'SHO': '47', 'PAC': '59'}",74,CB,rare
71,79,63,57,74,65,59,54,39,0,70,73,35,0,79,41,75,0,51,29,73,58,72,75,2149,74,['Power Header'],73,0,72,64,77,28,['None'],0,75,73,38,75,61,75,68,53,55,71,63,54,71,68,69,56,54,71,68,69,56,73,2016-09-21,24,High,SC Braga,Med,Right,182,1,LIGA NOS,Stojiljkovic,Serbia,N\A,Normal,3,4,76,silver,"{'PHY': '75', 'DEF': '39', 'DRI': '70', 'PAS': '58', 'SHO': '72', 'PAC': '73'}",74,ST,rare
67,84,70,70,73,65,65,64,74,0,66,39,49,0,67,76,85,0,68,72,68,67,50,75,2459,56,['Passing - Long Passer'],73,0,47,75,58,72,['None'],0,69,76,76,69,60,49,65,74,73,63,68,72,63,66,64,72,72,63,66,64,72,60,2016-09-21,26,Low,SC Braga,Med,Right,177,1,LIGA NOS,Mauro,Brazil,N\A,Normal,2,3,72,silver,"{'PHY': '75', 'DEF': '74', 'DRI': '69', 'PAS': '67', 'SHO': '47', 'PAC': '68'}",74,CDM,rare
78,41,85,82,81,68,65,78,29,0,80,67,51,0,51,31,62,0,62,24,77,69,71,50,2528,72,"['Shooting - Finesse Shot', 'Technical Dribbler']",73,0,71,72,79,25,['None'],0,76,59,28,48,76,83,75,41,51,75,68,51,75,73,75,54,51,75,73,75,54,71,2016-09-21,22,Med,SC Braga,Med,Right,173,1,LIGA NOS,Ricardo Horta,Portugal,N\A,Normal,3,4,61,silver,"{'PHY': '50', 'DEF': '29', 'DRI': '81', 'PAS': '69', 'SHO': '71', 'PAC': '77'}",74,Horta,rare
77,73,78,74,71,62,73,57,72,0,72,33,34,0,61,74,73,0,58,71,78,60,41,66,2552,55,['Shooting - Long Shot Taker'],75,0,49,67,71,76,['None'],0,79,77,73,56,43,39,63,70,69,63,64,73,63,66,65,74,73,63,66,65,74,60,2016-09-21,29,Med,SC Braga,Med,Right,176,1,LIGA NOS,Marcelo Goiano,Brazil,N\A,Normal,2,4,69,silver,"{'PHY': '66', 'DEF': '72', 'DRI': '73', 'PAS': '60', 'SHO': '49', 'PAC': '78'}",74,Goiano,rare
78,60,75,64,76,67,58,76,35,0,74,73,63,0,72,32,85,0,48,28,77,59,74,65,2300,72,"['Injury Prone', 'Tries To Beat Defensive Line', 'Shooting - Finesse Shot']",78,0,72,61,74,28,['None'],0,76,66,33,64,60,70,69,48,51,72,62,52,72,69,71,54,52,72,69,71,54,73,2016-09-21,27,Med,SC Braga,Med,Right,181,1,LIGA NOS,Rui Fonte,Portugal,N\A,Normal,3,3,74,silver,"{'PHY': '65', 'DEF': '35', 'DRI': '74', 'PAS': '59', 'SHO': '72', 'PAC': '77'}",74,Fonte,rare
58,64,64,65,83,82,77,81,41,0,80,68,79,0,60,43,68,0,78,40,56,79,84,56,2561,75,"['Ultimate Professional', 'Technical Dribbler']",76,0,73,79,79,31,['None'],0,54,31,37,65,79,65,76,52,59,75,72,53,75,73,74,56,53,75,73,74,56,72,2016-09-21,37,Med,SC Braga,Med,Right,180,1,LIGA NOS,Alan,Brazil,N\A,Normal,4,3,70,silver,"{'PHY': '56', 'DEF': '41', 'DRI': '78', 'PAS': '79', 'SHO': '73', 'PAC': '56'}",73,CM,rare
75,75,72,59,75,66,67,49,31,0,73,68,39,0,66,23,56,0,47,25,78,57,63,73,16031,70,"['Tries To Beat Defensive Line', 'Shooting - Long Shot Taker', 'Dribbler - Speed Dribbler']",73,0,69,59,75,40,['None'],0,81,75,27,73,58,76,67,47,50,70,60,53,70,69,70,55,53,70,69,70,55,71,2017-01-12,25,High,SC Braga,Med,Left,192,1,LIGA NOS,Crislan,Brazil,Transfers,Normal,3,4,86,silver,"{'PHY': '73', 'DEF': '31', 'DRI': '73', 'PAS': '57', 'SHO': '69', 'PAC': '78'}",72,ST,non-rare
67,75,72,66,78,71,72,73,49,0,74,66,71,0,63,53,51,0,74,42,59,74,77,67,3282,70,"['Injury Prone', 'Passing - Long Passer', 'Playmaker', 'Takes Finesse Style Free Kicks']",68,0,69,77,72,33,['None'],0,53,52,53,72,73,53,73,57,63,71,71,57,71,71,71,59,57,71,71,71,59,69,2016-09-21,31,Med,SC Braga,Med,Right,182,1,LIGA NOS,Aguiar,Uruguay,N\A,Normal,3,4,80,silver,"{'PHY': '67', 'DEF': '49', 'DRI': '74', 'PAS': '74', 'SHO': '69', 'PAC': '59'}",72,CM,rare
78,59,84,74,70,72,53,70,22,0,75,74,48,0,67,17,64,0,51,19,85,58,64,62,4240,67,"['Tries To Beat Defensive Line', 'Flair', 'Dribbler - Speed Dribbler']",72,0,69,60,69,20,['None'],0,91,67,15,60,66,58,69,39,44,71,60,46,71,69,70,49,46,71,69,70,49,70,2016-09-21,23,High,SC Braga,Low,Right,183,1,LIGA NOS,Douglas Coutinho,Brazil,N\A,Normal,4,2,71,silver,"{'PHY': '62', 'DEF': '22', 'DRI': '74', 'PAS': '58', 'SHO': '69', 'PAC': '85'}",71,Coutinho,rare
68,36,67,59,77,67,39,65,21,0,67,71,56,0,68,13,74,0,50,14,69,56,69,64,4637,63,['Power Header'],63,0,68,63,73,22,['None'],0,69,61,17,76,62,51,66,39,43,68,59,42,68,63,65,44,42,68,63,65,44,69,2016-09-21,26,Med,SC Braga,Med,Left,185,1,LIGA NOS,Rodrigo Pinho,Brazil,N\A,Normal,2,2,79,silver,"{'PHY': '64', 'DEF': '21', 'DRI': '69', 'PAS': '56', 'SHO': '68', 'PAC': '69'}",70,Pinho,non-rare
76,61,75,74,71,69,64,66,52,0,73,61,46,0,71,55,72,0,67,38,77,66,57,69,5152,63,['None'],67,0,63,70,70,52,['None'],0,77,70,58,71,63,50,68,59,62,68,67,62,68,69,69,63,62,68,69,69,63,68,2016-09-21,24,Med,SC Braga,Med,Right,183,1,LIGA NOS,Benítez,Argentina,N\A,Normal,3,3,77,silver,"{'PHY': '69', 'DEF': '52', 'DRI': '72', 'PAS': '66', 'SHO': '63', 'PAC': '77'}",70,LM,non-rare
50,18,45,49,23,22,19,11,0,85,15,23,11,87,24,23,64,88,36,13,0,0,21,0,15538,84,['None'],78,74,0,22,22,24,['None'],50,38,33,15,66,47,14,31,29,29,29,31,29,29,30,29,28,29,29,30,29,28,29,2016-12-14,31,Med,Udinese,Med,Right,190,2,Calcio A,Karnezis,Greece,TOTW13,IF,1,3,79,gold,"{'POS': '84', 'SPE': '50', 'REF': '88', 'KIC': '74', 'HAN': '87', 'DIV': '85'}",84,GK,rare
44,18,45,49,23,22,19,11,0,80,15,23,11,83,24,23,64,84,36,13,0,0,21,0,315,80,['None'],78,70,0,22,22,24,['None'],44,34,33,15,66,47,14,30,29,29,29,31,28,29,29,28,28,28,29,29,28,28,28,2016-09-21,31,Med,Udinese,Med,Right,190,2,Calcio A,Karnezis,Greece,N\A,Normal,1,3,79,gold,"{'POS': '80', 'SPE': '44', 'REF': '84', 'KIC': '70', 'HAN': '83', 'DIV': '80'}",82,GK,rare
55,78,50,60,60,74,30,34,84,0,45,23,38,0,72,86,76,0,64,86,55,49,50,71,651,25,"['Leadership', 'Passing - Long Passer']",74,0,39,60,72,82,['None'],0,55,55,84,76,42,22,50,78,72,49,57,69,49,49,47,65,69,49,49,47,65,51,2016-09-21,33,Low,Udinese,Med,Right,185,2,Calcio A,Danilo,Brazil,N\A,Normal,2,3,75,gold,"{'PHY': '71', 'DEF': '84', 'DRI': '52', 'PAS': '49', 'SHO': '39', 'PAC': '55'}",79,CB,rare
64,73,76,78,81,78,74,74,69,0,73,57,73,0,52,81,62,0,80,63,65,79,78,65,667,66,['Playmaker'],80,0,64,83,69,68,['None'],0,66,77,73,56,80,67,75,69,76,72,78,73,72,74,73,75,73,72,74,73,75,67,2016-09-21,29,Med,Udinese,High,Right,175,2,Calcio A,Kums,Belgium,N\A,Normal,2,4,69,gold,"{'PHY': '65', 'DEF': '69', 'DRI': '76', 'PAS': '79', 'SHO': '64', 'PAC': '65'}",79,CM,non-rare
68,66,68,58,80,75,66,69,27,0,78,80,66,0,77,25,72,0,58,16,74,68,73,72,844,80,['None'],76,0,76,72,78,20,['None'],0,78,69,24,76,69,80,74,46,51,76,67,50,76,74,75,53,50,76,74,75,53,77,2016-09-21,34,High,Udinese,High,Right,189,2,Calcio A,Théréau,France,N\A,Normal,3,4,78,gold,"{'PHY': '72', 'DEF': '27', 'DRI': '76', 'PAS': '68', 'SHO': '76', 'PAC': '74'}",78,ST,non-rare
66,78,60,60,62,70,40,40,80,0,50,40,31,0,74,81,78,0,64,80,68,50,39,74,906,41,"['Long Throw', 'Injury Prone']",75,0,43,60,60,82,['None'],0,69,62,82,78,38,45,53,77,71,54,58,71,54,55,53,68,71,54,55,53,68,57,2016-09-21,28,High,Udinese,High,Right,185,2,Calcio A,Heurtaux,France,N\A,Normal,2,3,80,gold,"{'PHY': '74', 'DEF': '80', 'DRI': '56', 'PAS': '50', 'SHO': '43', 'PAC': '68'}",78,CB,non-rare
69,58,65,58,76,73,44,46,27,0,72,81,64,0,78,20,79,0,38,20,74,52,64,78,1001,78,['None'],74,0,77,64,86,22,['Strength'],0,78,69,24,90,47,76,67,46,47,72,59,47,72,67,69,49,47,72,67,69,49,77,2016-09-21,26,Med,Udinese,Med,Right,189,2,Calcio A,Zapata,Colombia,N\A,Normal,2,4,88,gold,"{'PHY': '78', 'DEF': '27', 'DRI': '72', 'PAS': '52', 'SHO': '77', 'PAC': '74'}",78,ST,non-rare
68,76,64,69,78,75,72,74,71,0,74,51,72,0,68,76,69,0,78,66,68,77,69,75,1331,68,"['Takes Powerful Driven Free Kicks', 'Shooting - Long Shot Taker']",70,0,65,80,82,70,['None'],0,68,71,74,78,78,64,73,73,75,72,75,72,72,72,71,73,72,72,72,71,73,69,2016-09-21,32,High,Udinese,High,Left,185,2,Calcio A,Hallfreðsson,Iceland,N\A,Normal,3,3,83,gold,"{'PHY': '75', 'DEF': '71', 'DRI': '74', 'PAS': '77', 'SHO': '65', 'PAC': '68'}",76,CM,non-rare
78,68,76,64,76,72,80,67,71,0,76,58,56,0,68,67,82,0,70,72,81,72,58,78,1654,68,['Dribbler - Speed Dribbler'],76,0,63,74,76,71,['None'],0,84,86,73,78,66,48,72,72,73,72,72,75,72,75,73,76,75,72,75,73,76,71,2016-09-21,24,High,Udinese,High,Right,183,1,Calcio A,Widmer,Switzerland,N\A,Normal,2,3,81,gold,"{'PHY': '78', 'DEF': '71', 'DRI': '75', 'PAS': '72', 'SHO': '63', 'PAC': '81'}",76,RM,rare
76,71,76,66,79,70,71,71,56,0,77,69,67,0,60,61,60,0,75,49,76,74,66,71,1405,73,"['Shooting - Long Shot Taker', 'Technical Dribbler']",75,0,72,77,75,57,['None'],0,76,79,59,69,71,73,75,62,68,75,74,67,75,75,75,69,67,75,75,75,69,73,2016-09-21,29,Med,Udinese,Med,Right,182,2,Calcio A,Kone,Greece,N\A,Normal,3,3,74,gold,"{'PHY': '71', 'DEF': '56', 'DRI': '77', 'PAS': '74', 'SHO': '72', 'PAC': '76'}",76,CAM,non-rare
85,62,86,62,83,58,64,65,34,0,84,78,63,0,64,36,61,0,56,20,84,69,77,64,1686,73,['None'],71,0,75,75,73,31,['None'],0,83,64,37,65,75,77,77,48,55,78,69,55,78,76,78,58,55,78,76,78,58,75,2016-09-21,20,High,Udinese,Med,Right,183,1,Calcio A,Peñaranda,Venezuela,N\A,Normal,3,3,78,gold,"{'PHY': '64', 'DEF': '34', 'DRI': '82', 'PAS': '69', 'SHO': '75', 'PAC': '84'}",76,ST,rare
88,70,84,80,74,74,77,72,69,0,76,54,62,0,52,70,76,0,71,70,87,71,66,74,1808,70,['Dribbler - Speed Dribbler'],72,0,67,73,87,71,['None'],0,86,88,72,68,62,63,72,69,72,72,72,74,72,74,73,76,74,72,74,73,76,70,2016-09-21,30,High,Udinese,Med,Left,174,2,Calcio A,Armero,Colombia,N\A,Normal,2,2,73,gold,"{'PHY': '74', 'DEF': '69', 'DRI': '76', 'PAS': '71', 'SHO': '67', 'PAC': '87'}",75,LB,rare
72,73,73,69,75,61,58,57,64,0,79,63,44,0,59,68,62,0,72,58,76,69,61,77,17503,61,['Shooting - Long Shot Taker'],71,0,66,79,78,60,['None'],0,78,75,69,80,67,42,72,68,71,71,72,68,71,71,71,69,68,71,71,71,69,69,2017-02-19,22,High,Udinese,Med,Right,183,1,Calcio A,Fofana,France,Upgrades,Normal,3,3,77,gold,"{'PHY': '77', 'DEF': '64', 'DRI': '77', 'PAS': '69', 'SHO': '66', 'PAC': '76'}",75,CM,non-rare
55,68,69,66,80,71,80,83,65,0,70,51,89,0,59,70,34,0,86,60,55,84,86,66,14727,54,"['Passing - Long Passer', 'Playmaker', 'Corner Specialist', 'Takes Finesse Style Free Kicks']",72,0,65,84,78,66,['None'],0,55,68,68,68,83,68,73,66,74,69,76,69,69,71,69,71,69,69,71,69,71,65,2016-09-21,33,Med,Udinese,Med,Left,183,2,Calcio A,Lodi,Italy,N\A,Normal,3,3,70,gold,"{'PHY': '66', 'DEF': '65', 'DRI': '73', 'PAS': '84', 'SHO': '65', 'PAC': '55'}",75,CDM,rare
50,70,52,63,60,67,34,49,79,0,44,20,21,0,74,81,70,0,64,80,52,51,35,66,1688,29,['None'],72,0,35,62,68,76,['None'],0,54,55,80,69,46,19,50,74,69,49,57,67,49,49,46,63,67,49,49,46,63,49,2016-09-21,32,Low,Udinese,Med,Left,188,2,Calcio A,Felipe,Brazil,N\A,Normal,2,3,75,gold,"{'PHY': '66', 'DEF': '79', 'DRI': '52', 'PAS': '51', 'SHO': '35', 'PAC': '52'}",75,CB,non-rare
82,56,81,76,80,69,62,68,30,0,80,71,64,0,76,26,86,0,51,20,80,63,65,66,15020,78,"['Tries To Beat Defensive Line', 'Technical Dribbler']",72,0,70,70,70,26,['None'],0,79,72,28,66,60,68,72,46,50,74,65,52,74,73,74,55,52,74,73,74,55,74,2016-09-21,24,High,Udinese,Med,Right,180,1,Calcio A,Ryder,Brazil,N\A,Normal,3,3,71,gold,"{'PHY': '66', 'DEF': '30', 'DRI': '80', 'PAS': '63', 'SHO': '70', 'PAC': '80'}",75,ST,non-rare
73,56,76,69,80,66,79,82,39,0,81,69,60,0,43,28,58,0,71,38,71,75,56,63,1722,64,"['Shooting - Finesse Shot', 'Shooting - Long Shot Taker']",66,0,71,78,80,43,['None'],0,69,63,46,66,70,47,74,49,58,73,69,56,73,74,74,60,56,73,74,74,60,69,2016-09-21,23,Med,Udinese,Low,Right,178,1,Calcio A,De Paul,Argentina,N\A,Normal,3,3,68,gold,"{'PHY': '63', 'DEF': '39', 'DRI': '79', 'PAS': '75', 'SHO': '71', 'PAC': '71'}",75,Paul,non-rare
86,72,88,82,75,73,69,64,72,0,76,60,50,0,70,74,90,0,72,68,82,71,58,74,2010,74,['Dribbler - Speed Dribbler'],75,0,67,76,76,72,['None'],0,78,88,74,66,70,72,74,72,74,74,74,75,74,75,74,75,75,74,75,74,75,72,2016-09-21,26,High,Udinese,High,Right,173,2,Calcio A,Badu,Ghana,N\A,Normal,3,3,71,gold,"{'PHY': '74', 'DEF': '72', 'DRI': '77', 'PAS': '71', 'SHO': '67', 'PAC': '82'}",75,CM,rare
53,77,30,34,55,63,31,33,75,0,48,40,31,0,76,71,70,0,64,76,54,51,49,73,2345,35,['None'],69,0,42,60,60,73,['None'],0,54,63,78,76,54,48,51,73,68,51,57,64,51,51,48,61,64,51,51,48,61,53,2016-09-21,28,Med,Udinese,Med,Right,191,1,Calcio A,Angella,Italy,N\A,Normal,2,3,82,silver,"{'PHY': '73', 'DEF': '75', 'DRI': '49', 'PAS': '51', 'SHO': '42', 'PAC': '54'}",74,CB,rare
50,35,60,45,21,51,20,20,0,73,13,20,22,72,18,18,70,83,34,20,0,0,18,0,2112,69,"['Puncher', 'Comes for Crosses']",71,61,0,30,19,18,['None'],50,50,40,24,65,33,20,29,31,31,28,30,30,28,30,29,30,30,28,30,29,30,28,2016-09-21,21,Med,Udinese,Med,Right,187,2,Calcio A,Scuffet,Italy,N\A,Normal,1,2,75,silver,"{'POS': '69', 'SPE': '50', 'REF': '83', 'KIC': '61', 'HAN': '72', 'DIV': '73'}",74,GK,rare
82,55,69,83,79,64,68,55,59,0,73,53,49,0,68,48,70,0,73,57,83,73,70,65,17511,80,['None'],82,0,64,79,83,63,['None'],0,83,70,62,66,77,56,75,63,67,75,74,68,75,75,74,69,68,75,75,74,69,72,2017-02-19,21,Med,Udinese,Med,Left,184,1,Calcio A,Jankto,Czech Republic,Upgrades,Normal,3,3,73,silver,"{'PHY': '65', 'DEF': '59', 'DRI': '76', 'PAS': '73', 'SHO': '64', 'PAC': '83'}",74,CM,rare
55,77,50,52,51,62,36,30,74,0,36,31,29,0,73,71,68,0,51,75,60,41,34,81,2476,29,['None'],69,0,33,46,44,73,['Strength'],0,65,66,75,91,36,25,43,73,64,44,49,64,44,46,43,60,64,44,46,43,60,48,2016-09-21,26,Low,Udinese,Med,Right,191,1,Calcio A,Wagué,Mali,N\A,Normal,2,3,87,silver,"{'PHY': '81', 'DEF': '74', 'DRI': '44', 'PAS': '41', 'SHO': '33', 'PAC': '60'}",74,CB,rare
73,67,78,74,73,70,76,73,67,0,70,68,58,0,56,69,73,0,73,66,75,72,57,69,17004,68,['None'],70,0,66,72,75,74,['None'],0,76,77,68,65,69,53,70,68,70,70,71,71,70,72,71,72,71,70,72,71,72,68,2017-02-02,26,Med,Udinese,Med,Left,179,1,Calcio A,Gabriel Silva,Brazil,Transfers,Normal,2,2,75,silver,"{'PHY': '69', 'DEF': '67', 'DRI': '72', 'PAS': '72', 'SHO': '66', 'PAC': '75', 'Transfers': 'LB'}",73,Silva,rare
64,78,48,44,59,45,42,29,74,0,40,24,30,0,70,72,60,0,46,76,66,42,44,72,3033,30,"['Injury Prone', 'Power Header']",66,0,33,52,60,74,['None'],0,68,54,76,79,30,28,45,72,64,46,49,65,46,48,46,62,65,46,48,46,62,49,2016-09-21,22,Med,Udinese,Med,Left,188,1,Calcio A,Samir,Brazil,N\A,Normal,2,2,81,silver,"{'PHY': '72', 'DEF': '74', 'DRI': '48', 'PAS': '42', 'SHO': '33', 'PAC': '66'}",73,CB,rare
76,74,74,60,73,70,74,66,67,0,76,54,74,0,62,66,66,0,68,68,79,68,66,79,3063,66,"['Long Throw', 'Takes Powerful Driven Free Kicks']",72,0,66,70,86,69,['None'],0,82,86,67,78,60,56,70,69,70,70,70,72,70,72,71,73,72,70,72,71,73,69,2016-09-21,23,High,Udinese,High,Left,185,1,Calcio A,Adnan,Iraq,N\A,Normal,2,3,71,silver,"{'PHY': '79', 'DEF': '67', 'DRI': '74', 'PAS': '68', 'SHO': '66', 'PAC': '79'}",73,LM,rare
76,56,74,66,75,62,71,63,53,0,75,56,52,0,55,42,48,0,71,51,76,71,57,61,3644,66,['None'],66,0,61,77,68,63,['None'],0,76,68,59,61,65,57,71,58,63,69,69,64,69,71,71,65,64,69,71,71,65,66,2016-09-21,22,High,Udinese,Low,Left,181,1,Calcio A,Lucas Evangelista,Brazil,N\A,Normal,4,3,79,silver,"{'PHY': '61', 'DEF': '53', 'DRI': '74', 'PAS': '71', 'SHO': '61', 'PAC': '76'}",72,Evangelista,rare
69,66,62,50,68,64,44,44,26,0,63,74,44,0,75,21,72,0,38,19,71,48,61,70,3661,76,['Target Forward'],68,0,71,58,75,17,['None'],0,72,68,23,72,45,65,62,43,44,67,55,44,67,62,64,46,44,67,62,64,46,71,2016-09-21,21,Med,Udinese,Med,Right,192,1,Calcio A,Perica,Croatia,N\A,Normal,2,2,76,silver,"{'PHY': '70', 'DEF': '26', 'DRI': '64', 'PAS': '48', 'SHO': '71', 'PAC': '71'}",72,ST,non-rare
76,77,65,74,70,71,73,69,65,0,71,43,68,0,65,63,69,0,67,63,75,69,66,73,4064,64,['None'],70,0,58,70,76,71,['None'],0,74,78,66,69,64,69,67,67,68,67,68,70,67,69,67,70,70,67,69,67,70,65,2016-09-21,25,Med,Udinese,Med,Right,180,1,Calcio A,Faraoni,Italy,N\A,Normal,3,3,71,silver,"{'PHY': '73', 'DEF': '65', 'DRI': '70', 'PAS': '69', 'SHO': '58', 'PAC': '75'}",71,RB,non-rare
69,61,59,70,73,60,62,54,66,0,68,47,46,0,69,67,69,0,73,59,69,68,51,67,17177,62,['None'],64,0,52,74,63,65,['None'],0,69,69,70,68,68,50,66,67,68,65,69,67,65,67,65,67,67,65,67,65,67,63,2017-02-02,20,Med,Udinese,Med,Right,180,1,Calcio A,Gnoukouri,Ivory Coast,Transfers,Normal,2,3,77,silver,"{'PHY': '67', 'DEF': '66', 'DRI': '68', 'PAS': '68', 'SHO': '52', 'PAC': '69'}",70,CM,non-rare
81,50,78,80,71,67,66,54,33,0,70,62,38,0,36,22,67,0,64,31,77,65,45,68,16610,63,"['Playmaker', 'Technical Dribbler']",68,0,62,68,67,43,['None'],0,73,90,37,65,69,52,69,45,54,68,65,54,68,70,69,58,54,68,70,69,58,64,2017-01-26,22,Med,Udinese,Low,Left,176,1,Calcio A,Zapata,Colombia,Transfers,Normal,3,3,74,silver,"{'PHY': '68', 'DEF': '33', 'DRI': '72', 'PAS': '65', 'SHO': '62', 'PAC': '77'}",70,CAM,non-rare
75,85,71,71,85,72,78,83,84,0,83,74,75,0,87,86,73,0,87,77,77,85,68,89,18796,76,['Flair'],80,0,80,87,90,80,"['Play Maker', 'Distance Shooter', 'Tactician', 'Strength']",0,78,89,87,92,87,77,82,84,85,82,85,83,82,82,81,83,83,82,82,81,83,82,2017-05-30,23,High,Trabzonspor,Med,Right,191,1,Süper Lig,Yokuslu,Turkey,TOTS-SuperLig,TOTS,2,4,86,gold,"{'PHY': '89', 'DEF': '84', 'DRI': '82', 'PAS': '85', 'SHO': '80', 'PAC': '77'}",87,CDM,rare
51,75,71,63,76,75,64,70,89,0,66,28,78,0,92,87,85,0,75,89,53,70,18,87,18799,26,['Takes Powerful Driven Free Kicks'],82,0,52,71,99,87,"['Aerial Threat', 'Distance Shooter', 'Tackler', 'Tactician', 'Strength', 'Complete Defender']",0,54,76,87,97,65,42,63,86,81,61,70,78,61,62,60,76,78,61,62,60,76,62,2017-05-30,35,Low,Trabzonspor,High,Left,188,1,Süper Lig,Durica,Slovakia,TOTS-SuperLig,TOTS,2,3,86,gold,"{'PHY': '87', 'DEF': '89', 'DRI': '70', 'PAS': '70', 'SHO': '52', 'PAC': '53'}",87,CB,rare
65,30,67,57,26,60,13,11,0,82,25,10,11,77,14,25,84,86,40,18,0,0,19,0,415,79,"['Injury Prone', 'Leadership', 'Long Thrower', 'Ultimate Professional']",79,75,0,38,23,16,['None'],65,65,45,13,68,54,10,37,31,34,33,36,32,33,36,34,33,32,33,36,34,33,29,2016-09-21,29,Med,Trabzonspor,Med,Right,187,2,Süper Lig,Kivrak,Turkey,N\A,Normal,1,2,74,gold,"{'POS': '79', 'SPE': '65', 'REF': '86', 'KIC': '75', 'HAN': '77', 'DIV': '82'}",81,GK,rare
47,65,59,52,63,75,55,60,80,0,54,24,67,0,83,78,74,0,65,80,49,60,15,76,17801,22,['Takes Powerful Driven Free Kicks'],68,0,45,61,93,78,['None'],0,50,66,78,85,56,37,53,76,70,52,60,69,52,53,51,67,69,52,53,51,67,54,2017-02-27,35,Low,Trabzonspor,High,Left,188,1,Süper Lig,Durica,Slovakia,Upgrades,Normal,2,3,86,gold,"{'PHY': '76', 'DEF': '80', 'DRI': '58', 'PAS': '60', 'SHO': '45', 'PAC': '49'}",78,CB,non-rare
75,70,77,72,79,74,79,88,57,0,79,68,90,0,58,58,62,0,80,57,75,81,74,73,916,74,"['Injury Prone', 'Shooting - Long Shot Taker', 'Playmaker', 'Corner Specialist', 'Takes Finesse Style Free Kicks']",72,0,75,80,85,45,['FK Specialist'],0,75,76,59,73,80,75,77,62,69,76,76,66,76,77,77,68,66,76,77,77,68,74,2016-09-21,27,High,Trabzonspor,Med,Right,180,2,Süper Lig,Ekici,Turkey,N\A,Normal,3,5,79,gold,"{'PHY': '73', 'DEF': '57', 'DRI': '78', 'PAS': '81', 'SHO': '75', 'PAC': '75'}",78,CAM,rare
76,78,60,53,77,76,58,68,35,0,76,78,67,0,82,29,67,0,47,25,77,58,61,81,943,77,['Target Forward'],75,0,78,59,84,22,['None'],0,78,80,37,84,58,68,70,51,52,74,63,52,74,70,72,54,52,74,70,72,54,77,2016-09-21,25,High,Trabzonspor,Med,Right,190,2,Süper Lig,Suk Hyun Jun,Korea Republic,N\A,Normal,3,4,82,gold,"{'PHY': '81', 'DEF': '35', 'DRI': '74', 'PAS': '58', 'SHO': '78', 'PAC': '77', 'ST': 'Jun'}",78,Hyun,non-rare
78,59,84,84,78,73,72,83,31,0,82,76,78,0,70,32,76,0,71,19,78,74,75,67,1045,80,"['Flair', 'Shooting - Long Shot Taker', 'Takes Finesse Style Free Kicks']",74,0,78,75,81,17,['None'],0,78,78,35,64,75,75,77,46,55,78,72,53,78,77,78,57,53,78,77,78,57,76,2016-09-21,25,High,Trabzonspor,Low,Right,175,1,Süper Lig,Demir,Turkey,N\A,Normal,4,3,69,gold,"{'PHY': '67', 'DEF': '31', 'DRI': '81', 'PAS': '74', 'SHO': '78', 'PAC': '78'}",77,ST,non-rare
